sentence,label,Manual_Predictions
"Under the circumstances, in the display panel displaying the light-emitting object, afterglow in a black display (so-called “floating black level”) is caused by light which is leaked even though the light is shielded by liquid crystal around the light-emitting object.",2,
"For this reason, even if an excess or deficiency in the latent heat throughput were to arise with respect to the latent heat load, the controller can revise the control state in such a way that the humidity of the predetermined space reliably reach the target humidity by controlling the target operating frequency of the humidity controlling compressor.",0,
"', 'In the method for manufacturing a power module substrate, the active metal material may be a Ti material.",0,
"With the present invention, weld quality can be enhanced because the invention provides a vacuum compartment in which a vacuum atmosphere can be established; a holding member that is installed in the vacuum compartment and that holds an annular joined body in which a welding groove is formed by placing the openings of a plurality of annular bodies next to each other; a transparent window member that is installed in a wall of the vacuum compartment, which intersects with an axial center of the annular joined body, and that forms a portion of the wall; a laser radiating member that is installed outside the vacuum compartment and that radiates a laser beam into an internal space of the annular joined body through the window member; and a mirror member that is installed so as to be positioned in the internal space of the annular joined body and that adjusts a reflected laser beam, which is formed by reflecting the laser beam, so as to be oriented in a direction perpendicular to the welding groove.",1,
"', 'Since a lot of input information is required for calculating the second corrected value as compared when the first corrected value is calculated, the calculating accuracy is easily reduced as described above.",1,
"', 'In this image acquisition device, the optical path length difference in the second optical image can be formed by the arrangement of the optical path difference generating member, without need for splitting the light in the second optical path for focus control.",0,
"12, and accordingly even when the organic layer 32 having the same film thickness is formed, volume occupied by a material (for example, ink) of the organic layer 32 increases with respect to apparent surface area.",1,
"', 'The physical characteristic parameter can be information on a time direction of the object, and the output unit can perform output with respect to a mobile object and a stationary object in the time direction of the object.",0,
"', 'A second object of the present invention is to provide a ballast stabilizer circuit for performing the method.",2,
"It is thus possible to have predictive pictures improved in image quality, and enhanced in correlation to target pictures, affording to expect more enhanced encoding efficiencies.",2,
"More specifically, in the region having a small thickness on both sides, the volume of the depletion layer decreases as much as the decrease in the thickness, and thus there is a tendency of lowering leakage current.",2,
"', 'None of the existing art provides all of the advantages and benefits of the present invention.",2,
"The fitting step includes fitting the first fiber fixing component on one end part of the optical fiber in a state movable in the longitudinal direction, and fixing the other end part of the optical fiber to a fiber feeding mechanism (including a second fiber fixing component).",0,
Embodiments of the present invention provide a multicast management method and apparatus for performing efficient multicast transmission.,2,
"However, whether to use 256QAM having a higher modulation order is under discussion in order to increase the amount of transmission data and efficiently use radio resources.",2,
"', 'Further, in one embodiment of the present invention, the determination unit may select a candidate typeface from among the candidate typefaces, beginning with a candidate typeface that results in a smaller amount of a non-transparent part of the second text.",0,
"', 'With the above structure, the fraction S1/S2 satisfies the relationship 0.5≦S1/S2, where S1 denotes an area of a portion of the heat conduction member that is in contact with the heat sink, and S2 denotes an area of a portion of the heat conduction member that is in contact with the substrate of the light emitting module.",1,
"', 'Thus, a system as disclosed in PTL 4 in which a cooling manipulator is used to extract a thin film sample and mount the extracted thin film sample on a separate stage has been proposed.",2,
"', 'The first reflective part and the second reflective part of the light-guiding element can be formed as continuations of each other.",0,
"Furthermore, in one aspect of the light-emitting apparatus according to the present invention, it is preferable that 0.4≤Hs/Ws≤0.6.",0,
"The amplifier 103 constituting the reception analog front end unit 102 generally performs a variable amplification operation for all input signal intensities, in which amplification takes place to a given amplitude matching the input dynamic range of the A/D converter 104.",2,
"Further, since the space provided between the protrusion and the anchor is larger than the thickness of the bottom wall of the tether housing portion, in spite of the fact that the protrusion is nearly rigid, the tether can be installed to the tether housing portion.",1,
"According to the exercise training apparatus of the present invention, the exercise training apparatus includes the change detecting means for detecting a physical quantity that changes depending on force applied to the fixed members by the trainee and the controlling means that, in response to a detection of a predetermined change in the physical quantity by the change detecting means, drives the actuators, rotates the movable body in a first direction.",1,
"', '3 The resin composition according to the above 1 or 2, wherein the epoxy resin (A) comprises an epoxy resin (A-1) having a refractive index from 1.40 or more to 1.55 or less.",0,
"The configured grant can be used continuously, and data transmission with the configured grant can be continued as well.",1,
"', 'According to one of various embodiments of the present invention, the present invention extracts a setup value for a marquee attribute of a text field and gives a marquee animation effect of moving a text displayed within the text field in a preset direction according to the extracted setup value, thereby providing a user with various visual effects.",1,
"And, the gateway selected by the packet exchange device is included in the mobile communication network.",2,
"', 'In accordance with this configuration, since the center of gravity of the vehicle body is easily made close to the center of the vehicle body, even when the inverter and the battery are arranged at upper and lower sides, respectively, a driver can easily steer the electric vehicle.",0,
"Thus, these materials are highly valuable in industry and may be utilized in automobile materials, building materials and home appliance materials which are recently in growing demand.",1,
"In fastening a threaded connection for pipe or tube, after the torque reaches the shouldering torque, the fastening is further performed until fastening is completed.",2,
"', 'The present invention aims to solve the foregoing problems.",2,
The above-mentioned problems are solved by the following means according to the present invention.,0,
"Further, since the cassette-type nozzle exchanging unit is set on the feeder setting section of the component mounter, it is possible to exchange the cassette-type nozzle exchanging unit using simple work similar to exchange work of a feeder.",0,
"', 'In the light diffusing member manufacturing method according to the another aspect of the present invention, a material of each of the light blocking sections may be a black resin, or chromium, or a multilayer film formed of chromium and chromium oxide, the black resin containing at least one of a light absorbing pigment, a light absorbing dye, and carbon black.",0,
"According to the present invention, a high purity metal product (a high purity tin product) containing no undesirable carbon impurities can be obtained.",1,
"', 'A sixth aspect of the presently disclosed subject matter provides a stereoscopic image processing device according to the second aspect, wherein the geometrical transformation parameters are Helmert transformation parameters, and the parameter estimation device selects three or more pairs from among the detected plurality of pairs of the feature point and the corresponding point, and estimates the Helmert transformation parameters on the basis of the coordinate values of the feature points and the corresponding points of each of the selected pairs.",0,
"According to the present invention, a lens driving control apparatus and a lens apparatus that suppress a focus detection error can be provided by appropriately controlling a lens driving speed while adding image signals of focus detection pixel in time-series continuous frames to perform focus detection.",1,
"', 'Specifically, in a case in which, in a maintenance step or the like, at least one assembled battery is detached from multiple assembled batteries connected in parallel to a power supply line, and the assembled battery thus detached is connected again, in some cases, an overcurrent occurs, leading to damage occurring in circuit elements.",2,
"', 'In the temperature sensor element according to the present invention, the sub-joining region may be provided on one or both of sides of the main joining region in the axis direction.",0,
"Also, another reason is because in measurement of fuel consumption of an engine or a vehicle, in particular, at the time of stationary operation, most of air-fuel ratios are usually included in the lean region.",2,
"When the deposition quantity is insufficient, it is impossible to sufficiently reduce the loss of the charge/discharge capacity caused by the initial irreversible capacity.",2,
"', 'In order to eliminate such a disadvantage, the gap between the valve body and the intake manifold may be increased, but if the gap is increased, the air flows into the gap when the valve body is set to the restriction position, and thus the flow of intake air cannot be appropriately restricted.",2,
"', 'In a text subtitle stream, however, the use status of indexes in the color lookup table greatly changes in the course of playback of a video stream.",2,
"According to the disclosed technique, it is possible to provide the drug refrigerator requiring temperature control with a small fluctuation range in interior temperature even when a part or a large part of the door is formed by a glass window as well as when the entire door is made of a heat-insulating door.",1,
"', 'Thermoplastic polymers consist of linear or branched polymers, which are not crosslinked.",2,
"In this manner, it is possible to recover CO2.",1,
"It is therefore an object of the present disclosure to provide a dental ultrasonic drug delivery system and a dental ultrasonic drug delivery method capable of accurately cleaning the inside of root canals with complex shapes, and also capable of filling openings in dentin tubules by allowing a drug to permeate dentin tubules and of killing bacteria in the dentin tubules.",2,
"According to the present invention, it is possible to provide a resin composition excellent in storage stability and able to give a resin film high in peel strength and excellent in corrosion resistance with respect to a metal, a resin film obtained using such a resin composition, and an electronic device provided with such a resin film.",1,
"Moreover, in order to make the cutting insert immovable, a large load is applied to a mounting screw for fixing the cutting insert to the tool body, and as a result, it is likely that breakage of the mounting screw is caused.",2,
"', 'In an embodiment, the method further includes monitoring center frequency of a LTE system bandwidth of the neighbor cell, when the BL UE is in a RRC connected state and camped on central Physical Resource Blocks (PRBs), in response to receiving a measurement configuration from a Base Station (BS).",0,
"', 'A wireless communication method of a wireless communication device which performs transmission of video data according to the present invention, the method comprising:', 'a step of performing video encoding on the video data;', 'a step of performing error correction coding and modulation on encoded video data after the video encoding;', 'a step of transmitting channel coded video data after the error correction coding and modulation; and', 'a step of performing variable control of a GOP (Group of Pictures) size in the video encoding on the basis of the amount of change in a transmission channel parameter corresponding to a predicted value of a transmission rate of a transmission channel through which the channel coded video data is transmitted.",0,
"According to the refrigeration apparatus pertaining to the first aspect of the present invention, the distal end of the first injection flow path is disposed in a height position near the bottom of the inside space of the accumulator, so the liquid refrigerant and the refrigerating machine oil that accumulate in the inside space of the accumulator can be agitated by the refrigerant entering the accumulator from the first injection flow path.",1,
"', 'Although it should be preferred that the TADF compound and all of the phosphorescent metal complexes satisfy the conditions expressed by Expressions (1) and (3) as in Example 1, the results show that a high performance thin film can be achieved if at least one of the phosphorescent metal complexes satisfies the conditions expressed by Expressions (1) and (3) in a system containing several phosphorescent metal complexes emitting white light having satisfactory color rendering characteristics.",1,
This makes it possible to more reliably ensure the moisture resistance of the scintillator layer.,0,
"According to the present invention, since a phthalocyanine nanorod according to the present invention is composed of phthalocyanines having high durability, a photoelectric conversion device having a long life can be provided.",1,
"Also, when the blood pressure value determination method itself is not open to the public, the user cannot determine what degree of noise has what kind of effect on the blood pressure value.",2,
"', 'In DASH, switching between channels is performed in units of segments or in units of sub segments obtained by subdividing a segment.",2,
"Consequently, the integration degree of the solar cells in the solar battery panel is lowered, resulting in a problem that the amount of power generation per unit area of the solar battery panel is reduced.",2,
"In particular, the fixation of a homogeneous catalyst (molecular catalyst) to the PCP or the formation of a composite of the PCP with a nanometal catalyst can realize cost saving based on the long-term utilization of the homogeneous catalyst and a highly efficient and highly selective reaction involving “being taken up reliably (selective adsorption by the PCP) and subjected to a reaction reliably (substance conversion by a nanocatalyst).” in other words, only a by-product gas involved in catalytic activation can be trapped by the PCP and subjected to a reaction reliably.",1,
"As a result of evaluating a cancer-derived sample by use of this method, a therapeutic drug targeting CAPRIN-1 has also be found to be applicable to a patient in which CAPRIN-1 is expressed at a high level.",0,
"', 'In the first detector of the neutron monitor device, a Cd layer provided on an outer surface of the first body absorbs neutrons of very low energy that has not been removed by a B layer of the inner side.",0,
"', 'The present invention aims to provide a solution to this situation, and aims to provide a thin film transistor device with high stability and reliability having a channel layer made of an oxide semiconductor, a method of manufacturing such a thin film transistor device, and a display device provided with such a thin film transistor device.",2,
"', 'Namely, the gist of the invention lies on the following  to .",0,
"When a current is supplied simultaneously to the respective multiphase windings of the motor immediately after engine startup or the like, however, the current may also flow rapidly to the engine, leading to an engine rotation malfunction.",2,
"In addition, through the drainage hole, water accumulating on/in the second groove section can be promptly drained from the second groove section, so that occurrence of galvanic corrosion can be suppressed.",1,
"', 'However, for various reasons such as design restrictions, the toner density detecting sensor sometimes cannot be located near the toner supply inlet.",2,
"', 'A further object of the present invention is to provide an excellent communication apparatus and a communication method, a computer program, and a communication system in which it is possible to preferably carry out a communication operation in conformity to a new standard to which the space division multiple access is applied while the backward compatibility with the conventional standard to which the space division multiple access is not applied is maintained.",2,
"According to still another aspect of the present invention, an object thereof is to provide a base material for light diffusion member production, which functions as an original plate when this type of light diffusion member is produced.",2,
This invention makes it possible to produce a graphite film which is low in graphite dust generation.,1,
"', 'It is preferred that the resin composition further includes a sensitizer (G).",0,
"A composite substrate according to the present invention is:', 'a composite substrate including a piezoelectric substrate that is a single-crystal substrate composed of lithium tantalate or lithium niobate, a support substrate that is a single-crystal silicon substrate, and an amorphous layer containing Ar and joining together the piezoelectric substrate and the support substrate, wherein', 'the amorphous layer includes, in order from the piezoelectric substrate toward the support substrate, a first layer, a second layer, and a third layer, the first layer containing a larger amount of a constituent element of the piezoelectric substrate than the second and third layers, the third layer containing a larger amount of a constituent element of the support substrate than the first and second layers, the second layer containing a larger amount of Ar than the first and third layers.",0,
"Further, Non-Patent Literature 1 fails to disclose pre-heating.",2,
"As a result, the crankshaft counter-rotation synchronization mechanism can be configured without adding many other dedicated components.",1,
The jet flow is generated by an engine other than the first engine and the second engine.,0,
"', 'The present invention proposes architecture according to various protocols between a primary device (PD) and a companion device (CD), and a communication scheme between applications.",1,
"Thus, in order to obtain high contrast, it is appropriate that the retardation be as small as possible.",2,
"As described above, a dependability maintenance system of the present invention includes: a change accommodation cycle execution device for executing a change accommodation cycle for adding and/or modifying dependability description data indicative of a requirement and specification regarding the dependability of the target system, in accordance with a change in a requirement and specification regarding the target system, during development of the target system or during update of the target system in operation; a failure response cycle execution device for executing a failure response cycle for avoiding abort of the target system based on the dependability description data when occurrence of failure or a sign of failure is detected during operation of the target system, and change request transmission means for, when the failure response cycle execution device detects the occurrence of the failure or the sign of the failure and abort of the target system is unavoidable, transmitting a request for changing the dependability description data to the change accommodation cycle execution device.",1,
"', 'Furthermore, the second low frequency QMF spectrum has finer frequency resolution than the first low frequency QMF spectrum.",0,
"', 'It is another object of the invention to provide a hydrogen sensor, which has a very low price and exhibits high performance, and a method of manufacturing the same, in which the reaction reproducibility of the hydrogen sensor to hydrogen is improved such that the hydrogen sensor can precisely detect hydrogen.",2,
"', 'In this regard, the present disclosure proposes an information processing apparatus, an information processing method, and a recording medium, which are novel and improved and capable of more accurately specifying a type of event that is defined based on the sensor information and corresponds to the action of the user.",2,
The energy conversion apparatus includes a magnet ring.,0,
The program may be stored on a computer-readable information storage medium.,0,
"', 'According to the present invention described above, an effect is exhibited in which it is possible to contribute to the exposure prevention of the first and second conductive portions by forming the insulation member so as to be extensible.",1,
"', 'According to the image display system and the image display method of the present invention, in such a state that no image-forming light is projected from the projector, the see-through property for a scene of the other side of the transparent screen as viewed from the observer, is excellent, and in such a state that image-forming light is projected from the projector, visibility of a screen image displayed on the transparent screen as viewed from the observer is excellent.",1,
"', 'In this case, the mounting surface is a flat surface due to being formed in a range of the second portion in which the protruding portion does not exist, and therefore the first joining portion of the first support body can be reliably mounted on the mounting surface, and the mounting portion and the first joining portion can be reliably fastened to each other using the first drill screw.",0,
The use of a metal plate in place of a resin plate can thus cause the metal plate to break or the plate to peel off from a golf club head.,2,
"As a result, the lamp apparatus is capable of suppressing temperature increase at the upper portion of the arc tube and uniforming temperature distribution therein.",1,
"As such a double-walled container, a lamination separate container also referred to as a delamination container is known.",2,
"Therefore, the manufacturing operation becomes easier and more productive.",1,
"', 'A vehicle underbody structure according to a third aspect of the present invention is the second aspect of the present invention, wherein the load transmission section further includes: a pair of left and right inside load transmission members configured such that a length direction front end of each of the inside load transmission members is connected to at least one of the outside load transmission members or the front-side coupling member, and a length direction rear end of each of the inside load transmission members is connected to the rear-side coupling member between the two outside load transmission members, and the length direction rear ends of the inside load transmission members are connected to each other.",0,
"Thus, the label is written while conveyance of the container is stopped.",2,
"', 'The first problem is that the efficiency of the whole amplification device falls by a loss in a power combiner.",2,
", N (N is an integer not less than 2); (B) selecting a plurality of image block pairs from the degraded image and the nth restored image, each of the image block pairs being formed by two image blocks at identical coordinates in the degraded image and the nth restored image; (C) obtaining a plurality of point spread functions respectively corresponding to the plurality of image block pairs; (D) selecting a candidate point spread function which defines blur of the degraded image from among the plurality of point spread functions obtained in the PSF estimation section; and (E) producing a (n+1)th restored image from the degraded image using the candidate point spread function, wherein respective ones of steps (A) to (E) are started from n=1 and repeated till a N+1th restored image is produced.",0,
Such configuration allows the threaded engagement device 1 to prevent the threaded engagement of the female thread portion 10 with the male thread portion 20 from being released by the external force applied to in the direction of loosening the threaded engagement and to maintain the threaded engagement securely.,0,
"2009-262702, the emphasis is put on determining deviations from usual driving.",2,
"The present invention has been made in view of such circumstances and is to provide a rubber modified styrene-based resin that is excellent in oil resistance, folding endurance, and tear strength and that is capable of providing a food container and a food container lid member not cracking by repeated fitting.",2,
"', 'In the sixth aspect, in cases in which the detected operating time is far outside a predetermined standard operating time, a drive voltage setting is changed such that the operating time returns to the standard operating time.",0,
"As used herein, the term “oxygenation” means, among oxidation reactions, a specific reaction in which an oxygen atom is bonded.",1,
"In accordance with the rotor drive mechanism and pump apparatus of the present invention, the axial length of the rotor drive mechanism can be shortened.",1,
"', 'Further, the present invention is advantageous in that a plurality of oligonucleotides is attached to surfaces of structures and then the structures are combined with each other, thus allowing a nanopore to be formed simply and easily.",1,
"', 'The position of the diaphragm and the position of the resistor element may be shifted from each other, depending on the processing accuracy in creating the diaphragm.",2,
"Here, it is thought that when the conductive member is sandwiched between the protruding portion of the first die and the recessed portion of the second die, portions of the metal strands enter the clearances between the side surfaces of the protruding portion of the first die and the inner side surfaces of the recessed portion of the second die.",1,
"This being so, an enormous amount of processing time is required merely for checking relations between imaging times of all files, and therefore it takes a very long time to start reproducing the moving picture.",2,
"', 'Magnitude of the shift of the position of the different refractive index region at the each lattice point from the lattice point has modulation in which the magnitude of the shift changes in a predetermined period from a predetermined origin of the basic two-dimensional lattice in a radial direction and in a predetermined period from the predetermined origin in a circumferential direction, and a direction of the shift from the lattice point is different depending on the direction of a straight line connecting the origin and the lattice point.",0,
"Consequently, when a switch between communication paths is made during receiving or sending data, transmission of the data takes a prolonged period of time by the period of time taken for the switch between communication paths.",2,
"', 'Here, the inventors focused on lap fillet welded joints obtained by fillet arc welding only the perpendicularly crossing parts of one side of the overlapping parts of the steel sheets 1 and 2 shown in FIG.",0,
"', 'According to an exemplary embodiment, the manufacturing costs of the display device can be reduced.",1,
"', 'Furthermore, according to the article falling prevention device according to the seventh invention (invention according to claim 7) and the eighth aspect (invention according to claim 8) of the present invention, it is further possible to support the article in a stable state and prevent inadvertent fall due to vibration such as an earthquake.",1,
"Therefore, the shaking of the guide frame in the vehicle width direction with respect to the frame can be suppressed, and a reaction force can be more easily transmitted from the guide rail to the guide wheel.",0,
"', 'The present invention relates to a navi-client having a position measurement function, and that includes a first client arithmetic processing element that is configured to transmit probe information representing a time-series change manner of a measurement position to a navi-server.",0,
"Accordingly, it becomes possible to reliably check the notification.",0,
The body substance measurement device or the analysis unit corrects a measurement result in the body substance measurement device by use of the amount of the in vivo component.,0,
"', 'In accordance with the invention of the third aspect, the receiving surface is formed due to a portion of the inclined portion being crushed in conjunction with movement of the suspension member toward the vehicle body obliquely rear side as seen in plan view.",0,
"', 'Also, according to the present invention, since it is unnecessary to additionally perform painting or Pe-coating on the surface of the pipe so as to improve the fixing force, the corrosion due to the surface scratch generated when the coating is taken off the surface, or the surface is stabled may not occur.",1,
"As a result of assiduous studies made repeatedly, the present inventors have found that, when the encapsulant (B) for use on the side of the upper protective material and the encapsulant (D) for use on the side of the back sheet are so combined that the flow beginning temperature thereof could satisfy a specific quantitative relationship, then a solar cell module having a good appearance after lamination can be obtained, and have completed the present invention.",0,
"', 'A projector system of the present invention capable of solving the above described problem includes a projector, an image processing apparatus, and external input means, wherein the image processing apparatus includes a projection image coordinate system setting unit for setting a coordinate system of a projection image from the projector, a cursor operating unit for operating a cursor projected from the projector on the basis of position information from the external input means, and a cursor coordinates acquiring unit which acquires, when an arbitrary position is selected by the cursor operation, projection image coordinates corresponding to the cursor at the selected position based on a selection instruction from the external input means.",0,
"Degradation of MIMO transmission gain compared with that of optimum weight is due to the fact that diversity combining is performed by use of phase shifter, not using the complex weight of eigenvectors of the correlation matrix.",1,
An increase in the area of the resin puddle reduces the footprint area of mounted components including interconnects on the substrate 210 and hinders reduction of the size of an electronic device.,2,
"', 'Moreover, in the optical component assembly, the optical isolator is located on an optical path of the light-guiding member.",1,
"In a manual vale such as the valve 301A disclosed in the Patent Literature 1, a rod being in contact with a knob is threadedly moved by rotation of the knob, thereby moving a valve element.",2,
"Thus, the plurality of grooves serves as moats that oppose the moisture having intruded to the boundary face between the case and the adhesive multiple times, to further restrain the moisture from reaching the plurality of lead pins, thereby further enabling an enhancement of a waterproof property thereof.",1,
"', 'The present invention in its fourth aspect provides a control method for an image output apparatus which includes an output unit that outputs moving image data to a display apparatus, the control method comprising:', 'determining whether or not a specific reproduction operation related to a reproduction method of the moving image data has been performed; and', 'controlling output by the output unit so that display of a moving image of which brightness is higher than a first threshold is suppressed in a case where the specific reproduction operation has been performed.",0,
"', 'An object of the present invention is to provide a vehicle control device capable of suppressing power consumption when a motor is caused to output torque at the time an engine starts during traveling.",2,
"Further, the operation control unit performs imaging object detection operation, and the determination criterion setting unit sets the threshold value in accordance with an imaging object detection result in the operation control unit.",0,
Thickness T2 of the second portion of sole back portion 2 is greater than thickness T1 of the first portion of sole back portion 2.,1,
"These components, however, cannot easily pass through a portion where the tape 3 is laminated thus leaving a mark of the tape 3 when the skin 1 is seen from the opposite side to the foamed polyurethane layer 4 (i.e., seen in the direction of arrow in FIG.",2,
"Thus, the terminals connecting structure of the invention is advantageous in that the phenomenon can be prevented in which the terminal which is mounted later pushed up the terminal which is mounted first.",1,
"', 'According to this configuration, it is possible to automatically or manually output the second safety mode operating signal output from the auxiliary control device.",0,
"The present invention has been made in view of such situations, and it is an object of the present invention to provide a stainless steel having a low surface contact resistance for fuel cell separators.",2,
"Consequently, the extraction sheet can be prevented from meandering upon being conveyed, for example, improve its machinability, and be prevented from causing defective products.",1,
One great advantage of hologram recording is a point that a large capacity of data can be recorded.,2,
"By the above construction of the fluid pressure regulation apparatus according to the present invention, it is possible to make simple in construction the movable valve body portion, the first valve seat portion, and the second valve seat portion and to easily produce the pressure adjustment member having the movable valve body portion supported on the partition wall portion such as a diaphragm and the like.",0,
Formation of the dielectric layer in the first step is carried out in a gas atmosphere in which a gas containing no carbon atom substantially functions as an oxidizing gas.,0,
"Further, the first engaging part and the second engaging part are engaged with the first member in reverse directions regarding the third direction and thus the first engaging part and the second engaging part are hard to be disengaged from the first engaging protruded part and the second engaging protruded part.",0,
"However, in the porous medium in the cathode, the ions are mixed and brought into contact with acidic ozone water which is an anolyte generated on the anode is performed, and thus has properties near to neutrality.",1,
"As describe above, a conventional electronic piano controls a volume and a tone in correspondence with a key speed detected by a key switch.",2,
"', 'The present invention has been made in view of the above-described problem in the prior art, and an object thereof is to provide a fuel cell stack that has a structure of receiving reaction force of a sealing member intervened between single cells and that can thereby prevent narrowing of gas channels or decrease of the sealing surface pressure in the single cells.",2,
"When the battery with a heavy weight is used, it is necessary to improve a stiffness of the fastening protrusion and a stiffness of the bottom wall of a battery case to support the battery, which makes it difficult to flexibly design the vehicle body frame and the battery case.",2,
"By performing exhaust gas component ratio control, a ratio between an aldehyde concentration and a hydrogen concentration is controlled so as to be close to the target ratio.",1,
"', 'Patent Literature (PTL) 1 discloses, as a method of suppressing the effect of luminance change in the organic EL due to the threshold voltage shift, a method of reducing the amount of threshold voltage shift by applying a voltage (reverse bias) less than or equal to a threshold voltage across the gate and source.",2,
"Unfortunately, any specific method for determining these timings has not been disclosed yet.",2,
"', 'With this configuration, it is possible to set a range between the first and second charge and discharge permitted range as a charge and discharge prohibited range.",0,
"Because the acrylic PSA constituting the adhesive face comprises the amino group-containing (meth)acrylate as its monomeric component, it may exhibit great adhesion to various types of adherend including a low-polar adherend.",0,
"A clip device for an endoscope of the present invention which is able to achieve the above object comprises an outer tubular body; an inner tubular body provided in the outer tubular body; a line member placed in the inner tubular body, and a pinching part, for holding an indwelling clip, connected to a distal side of the line member; wherein the pinching part has two pinching base plates, a blade part is provided at a distal end of the pinching base plate and formed toward an inside of the pinching base plate, and a Young\'s modulus of the blade part is smaller than that of the pinching base plate.",0,
"In the applicator described above, when the release means releases the engagement of the piston plate by moving toward the housing in the axial direction, the release means transmits the force in the direction toward the opening.",0,
"However, in the configuration which includes the guide member and the driving member as the rim lifting means and the tire carrying-out means, the number of parts increase, and man-hours required for assembly and maintenance increase.",2,
"In cases of related art, a change in the layering order or in the carrier mobilities may cause color mixing.",1,
"The production method according to the present invention can provide a bicyclic γ-amino acid derivative having excellent activity as an α2δ ligand, an intermediate for producing the same, or salts thereof.",1,
path has a length extending past a connecting region where the conductive ends are connected to each other and reaching the shielding member of an other of the first power transmission path and the second power transmission path.,0,
This further improves the fit of the bush for isolating the stabilizer from vibration with respect to the stabilizer bar.,1,
"', 'In another aspect of the present invention, provided herein is an M2M device for performing ranging in a wireless communication system, including a Radio Frequency (RF) unit and a processor.",0,
"', 'The calculation information calculated by the calculation part is sent to at least three other adjacent antenna panels by the transmission part provided in each of the antenna panels.",0,
"Exemplary embodiments provide a network device and a terminal for multipath communication, an operation method for multipath communication, and a program implementing the operation method.",2,
"As a result, the inventors found that an improvement in mechanical properties can be achieved by utilizing the crystalline resin disclosed in Patent Document 7 in combination with a modified resin that is obtained by subjecting the crystalline resin to graft modification using maleic anhydride or trimethoxysilane.",0,
"', 'According to an aspect of the present invention, there is provided an optical plate for reducing UGR (Unified Glare Rating), which has a plurality of micro lens patterns formed on a base substrate, a fill factor of the micro lens patterns being in a range of 0.5 to 1.0.",0,
"', 'Further, in the technique disclosed in PTL 1, suppressing occurrence of traffic congestion itself is not sufficiently considered.",2,
"', 'By the way, when the reception side can acquire and reproduce a stream that is broadcast-delivered in a broadcast manner via various broadcasting networks (a terrestrial broadcasting network, a satellite broadcasting network, a mobile communication network, a wireless LAN such as Wi-Fi, and the like) or a stream that is multicast-delivered via the Internet as well, it is desirable to supply a stream using a delivery path thereof and enable the reception side to adaptively select a stream.",2,
"', 'In the third aspect of the above-described invention, the corner portion of the cut-out portion is formed into the arc shape, thereby ensuring a reduced stress concentration at the corner portion of the cut-out portion and ensuring an increased strength of the cross member.",1,
"Therefore, an outer layer having a high mechanical strength can be obtained, and the strength of the oxide layer formed on the surface of the outer layer is also high.",1,
"', 'In accordance with the fuel tank structure of the fourth aspect of the present invention, the deformation portions are made to be shapes that project-out in concave forms or convex forms from the wall surface that serves as the general portion of the separator.",0,
"By positioning a joint between the edges within the keyhole 4, a laser welded steel pipe can be stably manufactured.",0,
"In the seat reclining apparatus according to the present invention, the spring cover that covers the lock spring can be easily and securely mounted to an outer surface of the base plate or the ratchet plate.",1,
"', 'Hence, the present embodiment provides a display apparatus, along with a manufacturing method thereof, that is capable of: preventing color mixing or color shift from occurring in each subpixel; achieving a high efficiency in providing each luminescent color; and reducing the power consumption when driven and reducing the manufacturing cost from their respective counterparts of display apparatus of related art.",1,
"Accordingly, it is difficult to form the plurality of trenches 530 of PTL 1 within a sub pixel in such a display panel.",1,
"In a side-by-side or four-door type refrigerator configured to have a structure in which one compartment is horizontally divided into two storage compartments, the drawer is automatically withdrawn even in the case in which the side plate is mounted only at one side of the drawer without a side plate mounted at the boundary of the two storage compartments (i.e.",1,
"When a corrosion-resistive metal oxide is used as a carrier in place of a carbon carrier, since the electroconductivity of the metal oxide is lower than the electroconductivity of carbon, networks between carriers are hardly formed and there arises a problem of decreasing the catalytic activity.",2,
"', 'According to the boiler, since the inner diameter of the path which guides a portion of the water in the drum to the water supply pump side is larger than those of other paths, it is possible to reduce a pressure loss when guiding a portion of the water in the drum to the water supply pump side, and thus to secure a pressure applied for maintaining the intake pressure of the water supply pump.",0,
"According to the present invention, it is possible to effectively ease the temperature dependency of the optical coupling efficiency while enhancing manufacturing efficiency and freedom of design.",1,
"', 'In light of the above circumstances, the present invention takes as an object to provide a cable bushing making it possible to reliably prevent slip-off while also making assembly easy.",2,
"Therefore, the winding device is prevented from malfunctioning and the slack portion is prevented from interfering with other components caused by involving the slack portion into the winding device, and the flat cables are prevented from being suffered damage and disconnected.",1,
"', 'Another mode of the present invention relates to an imaging device.",0,
"The expression vector may further include, in addition to the regulatory sequence, a restriction enzyme cleavage site, a marker gene such as a drug-resistant gene, a secretory signal sequence, or a leader sequence.",0,
The top foil includes a plurality of top foil pieces disposed on the plurality of back foil pieces.,0,
"The antenna evaluation apparatus is provided with: a signal generator for generating a radio frequency signal; dividing means for dividing the generated radio frequency signal; phase-shift means for adjusting phases of respective divided radio frequency signals; and control means for controlling the phase-shift means, so as to create a set of multipath waves around the receiving antenna when the adjusted radio frequency signals is respectively radiated from the scatterer antennas.",0,
